job_id,candidate_id,job_title,job_domain,required_years,candidate_domain,candidate_years,candidate_degree,education_score,relevant_experience_score,stack_experience_score,companies_score
JOBTR0112,TRAIN00421,Senior Data Analyst,Data Analysis,9,Data Analysis,4.9,Bachelor,86,53,30,34
JOBTR0112,TRAIN00279,Senior Data Analyst,Data Analysis,9,Data Analysis,16.5,PhD,94,89,28,46
JOBTR0112,TRAIN00078,Senior Data Analyst,Data Analysis,9,Data Analysis,1.7,Bachelor,93,24,41,63
JOBTR0112,TRAIN00228,Senior Data Analyst,Data Analysis,9,Data Analysis,13.3,High School,49,93,39,41
JOBTR0112,TRAIN00800,Senior Data Analyst,Data Analysis,9,Data Analysis,29.8,Bachelor,84,100,38,52
JOBTR0112,TRAIN00452,Senior Data Analyst,Data Analysis,9,Data Analysis,3.2,Master,85,35,4,64
JOBTR0112,TRAIN00185,Senior Data Analyst,Data Analysis,9,Data Analysis,1.9,Bachelor,89,21,16,37
JOBTR0112,TRAIN00662,Senior Data Analyst,Data Analysis,9,Data Analysis,4.3,Master,96,44,0,54
JOBTR0112,TRAIN00690,Senior Data Analyst,Data Analysis,9,Data Analysis,13.3,Bachelor,88,91,37,50
JOBTR0112,TRAIN00329,Senior Data Analyst,Data Analysis,9,Data Analysis,7.5,Bachelor,76,74,38,32
JOBTR0112,TRAIN00284,Senior Data Analyst,Data Analysis,9,Data Analysis,1.5,High School,44,17,4,34
JOBTR0112,TRAIN00534,Senior Data Analyst,Data Analysis,9,Data Analysis,18.9,Master,100,93,92,58
JOBTR0112,TRAIN00562,Senior Data Analyst,Data Analysis,9,Data Analysis,1.4,Bachelor,76,20,38,34
JOBTR0112,TRAIN00427,Senior Data Analyst,Data Analysis,9,Data Analysis,4.8,Master,90,52,0,34
JOBTR0112,TRAIN00059,Senior Data Analyst,Data Analysis,9,Data Analysis,7.0,Master,93,67,1,58
JOBTR0112,TRAIN00631,Senior Data Analyst,Data Analysis,9,Data Analysis,4.6,PhD,97,52,0,39
JOBTR0112,TRAIN00003,Senior Data Analyst,Data Analysis,9,Data Analysis,25.6,Bachelor,75,99,41,59
JOBTR0112,TRAIN00395,Senior Data Analyst,Data Analysis,9,Data Analysis,12.9,Bachelor,71,91,35,58
JOBTR0112,TRAIN00705,Senior Data Analyst,Data Analysis,9,Data Analysis,0.2,Master,100,2,0,15
JOBTR0112,TRAIN00570,Senior Data Analyst,Data Analysis,9,Data Analysis,4.9,Bachelor,71,50,4,66
JOBTR0112,TRAIN00096,Senior Data Analyst,Data Analysis,9,Data Analysis,19.2,Bachelor,88,93,49,61
JOBTR0112,TRAIN00236,Senior Data Analyst,Data Analysis,9,Data Analysis,11.9,Bachelor,73,95,34,36
JOBTR0112,TRAIN00365,Senior Data Analyst,Data Analysis,9,Data Analysis,16.1,Bachelor,74,94,3,39
JOBTR0112,TRAIN00082,Senior Data Analyst,Data Analysis,9,Data Analysis,14.5,Bachelor,86,95,38,67
JOBTR0112,TRAIN00615,Senior Data Analyst,Data Analysis,9,Data Analysis,4.1,Bachelor,89,48,26,36
JOBTR0112,TRAIN00373,Senior Data Analyst,Data Analysis,9,Data Analysis,14.6,Master,82,95,3,53
JOBTR0112,TRAIN00389,Senior Data Analyst,Data Analysis,9,Data Analysis,2.0,Bachelor,81,25,4,64
JOBTR0112,TRAIN00299,Senior Data Analyst,Data Analysis,9,Data Analysis,3.2,PhD,100,35,0,36
JOBTR0112,TRAIN00722,Senior Data Analyst,Data Analysis,9,Data Analysis,5.7,Master,87,57,0,40
JOBTR0112,TRAIN00360,Senior Data Analyst,Data Analysis,9,Data Analysis,24.5,Bachelor,75,100,44,49
JOBTR0112,TRAIN00042,Senior Data Analyst,Data Analysis,9,Data Analysis,1.0,Bachelor,88,15,1,38
JOBTR0112,TRAIN00628,Senior Data Analyst,Data Analysis,9,Data Analysis,9.5,Master,95,86,1,35
JOBTR0112,TRAIN00661,Senior Data Analyst,Data Analysis,9,Data Analysis,4.7,Bachelor,87,49,6,36
JOBTR0112,TRAIN00691,Senior Data Analyst,Data Analysis,9,Data Analysis,4.7,Master,96,49,7,86
JOBTR0112,TRAIN00198,Senior Data Analyst,Data Analysis,9,Data Analysis,9.0,High School,51,92,0,36
JOBTR0112,TRAIN00258,Senior Data Analyst,Data Analysis,9,Data Analysis,1.3,Bachelor,76,12,5,32
JOBTR0112,TRAIN00737,Senior Data Analyst,Data Analysis,9,Data Analysis,3.8,Master,97,38,3,37
JOBTR0112,TRAIN00270,Senior Data Analyst,Data Analysis,9,Data Analysis,8.3,Bachelor,85,77,7,33
JOBTR0112,TRAIN00437,Senior Data Analyst,Data Analysis,9,Data Analysis,7.0,Bachelor,88,69,29,37
JOBTR0112,TRAIN00792,Senior Data Analyst,Data Analysis,9,Data Analysis,21.3,Master,91,100,23,40
JOBTR0112,TRAIN00032,Senior Data Analyst,Data Analysis,9,Data Analysis,0.1,Bachelor,87,7,1,20
JOBTR0112,TRAIN00035,Senior Data Analyst,Data Analysis,9,Data Analysis,3.1,Bachelor,81,34,1,64
JOBTR0112,TRAIN00666,Senior Data Analyst,Data Analysis,9,Data Analysis,5.0,PhD,95,51,18,39
JOBTR0112,TRAIN00268,Senior Data Analyst,Data Analysis,9,Data Analysis,2.1,High School,48,28,42,33
JOBTR0112,TRAIN00272,Senior Data Analyst,Data Analysis,9,Data Analysis,4.6,Master,95,52,0,32
JOBTR0112,TRAIN00169,Senior Data Analyst,Data Analysis,9,Data Analysis,17.9,Bachelor,76,93,3,59
JOBTR0112,TRAIN00281,Senior Data Analyst,Data Analysis,9,Data Analysis,7.2,High School,45,73,34,36
JOBTR0112,TRAIN00412,Senior Data Analyst,Data Analysis,9,Data Analysis,14.8,High School,47,93,45,36
JOBTR0112,TRAIN00728,Senior Data Analyst,Data Analysis,9,Data Analysis,24.8,Bachelor,85,97,45,51
JOBTR0112,TRAIN00764,Senior Data Analyst,Data Analysis,9,Data Analysis,4.1,Bachelor,87,45,0,36
JOBTR0112,TRAIN00676,Senior Data Analyst,Data Analysis,9,Data Analysis,4.0,High School,50,39,40,33
JOBTR0112,TRAIN00213,Senior Data Analyst,Data Analysis,9,Data Analysis,3.7,Master,88,40,4,37
JOBTR0112,TRAIN00434,Senior Data Analyst,Data Analysis,9,Data Analysis,3.1,Bachelor,87,34,65,62
JOBTR0112,TRAIN00337,Senior Data Analyst,Data Analysis,9,Data Analysis,7.3,Bachelor,80,77,44,74
JOBTR0112,TRAIN00712,Senior Data Analyst,Data Analysis,9,Data Analysis,2.0,High School,49,26,21,59
JOBTR0112,TRAIN00263,Senior Data Analyst,Data Analysis,9,Data Analysis,4.1,Master,96,44,26,97
JOBTR0112,TRAIN00122,Senior Data Analyst,Data Analysis,9,Data Analysis,3.9,Bachelor,87,38,0,67
JOBTR0112,TRAIN00243,Senior Data Analyst,Data Analysis,9,Data Analysis,1.1,High School,52,20,0,31
JOBTR0112,TRAIN00592,Senior Data Analyst,Data Analysis,9,Data Analysis,2.0,High School,49,26,22,35
JOBTR0112,TRAIN00327,Senior Data Analyst,Data Analysis,9,Data Analysis,7.5,Master,96,70,20,36
JOBTR0112,TRAIN00181,Senior Data Analyst,Data Analysis,9,Data Analysis,29.2,Bachelor,84,94,53,61
JOBTR0112,TRAIN00692,Senior Data Analyst,Data Analysis,9,Data Analysis,9.2,Bachelor,75,82,0,33
JOBTR0112,TRAIN00333,Senior Data Analyst,Data Analysis,9,Data Analysis,17.9,Bachelor,87,100,0,47
JOBTR0112,TRAIN00732,Senior Data Analyst,Data Analysis,9,Data Analysis,29.1,Bachelor,76,100,70,45
JOBTR0112,TRAIN00095,Senior Data Analyst,Data Analysis,9,Data Analysis,2.8,High School,41,31,0,67
JOBTR0112,TRAIN00264,Senior Data Analyst,Data Analysis,9,Data Analysis,1.1,Master,97,14,27,63
JOBTR0112,TRAIN00136,Senior Data Analyst,Data Analysis,9,Data Analysis,5.5,Bachelor,74,55,0,38
JOBTR0112,TRAIN00769,Senior Data Analyst,Data Analysis,9,Data Analysis,1.8,High School,49,24,27,39
JOBTR0112,TRAIN00008,Senior Data Analyst,Data Analysis,9,Data Analysis,14.3,Bachelor,71,85,43,55
JOBTR0112,TRAIN00579,Senior Data Analyst,Data Analysis,9,Data Analysis,8.5,Bachelor,86,82,0,50
JOBTR0112,TRAIN00256,Senior Data Analyst,Data Analysis,9,Data Analysis,9.5,Bachelor,92,83,0,43
JOBTR0112,TRAIN00449,Senior Data Analyst,Data Analysis,9,Data Analysis,6.9,Master,81,68,0,36
JOBTR0112,TRAIN00197,Senior Data Analyst,Data Analysis,9,Data Analysis,5.3,Bachelor,74,57,0,64
JOBTR0112,TRAIN00170,Senior Data Analyst,Data Analysis,9,Data Analysis,16.4,Master,87,98,37,39
JOBTR0112,TRAIN00101,Senior Data Analyst,Data Analysis,9,Data Analysis,27.8,Bachelor,88,97,2,55
JOBTR0112,TRAIN00233,Senior Data Analyst,Data Analysis,9,Product/Design,17.3,Bachelor,79,60,0,65
JOBTR0112,TRAIN00798,Senior Data Analyst,Data Analysis,9,Data/AI/ML,28.5,High School,47,95,25,51
JOBTR0112,TRAIN00648,Senior Data Analyst,Data Analysis,9,Software Development,2.5,High School,51,15,0,67
JOBTR0112,TRAIN00315,Senior Data Analyst,Data Analysis,9,Product/Design,6.3,Master,93,28,1,34
JOBTR0112,TRAIN00770,Senior Data Analyst,Data Analysis,9,DevOps/Infrastructure,1.6,Master,77,7,31,32
JOBTR0112,TRAIN00168,Senior Data Analyst,Data Analysis,9,Data/AI/ML,1.9,Bachelor,76,17,4,36
JOBTR0112,TRAIN00668,Senior Data Analyst,Data Analysis,9,Software Development,2.6,High School,47,12,16,32
JOBTR0112,TRAIN00488,Senior Data Analyst,Data Analysis,9,Software Development,6.0,Master,97,28,0,33
JOBTR0112,TRAIN00679,Senior Data Analyst,Data Analysis,9,QA/Testing,1.9,Bachelor,74,7,20,39
JOBTR0112,TRAIN00749,Senior Data Analyst,Data Analysis,9,DevOps/Infrastructure,5.7,High School,48,16,0,38
JOBTR0112,TRAIN00595,Senior Data Analyst,Data Analysis,9,Software Development,13.0,PhD,94,54,22,43
JOBTR0112,TRAIN00600,Senior Data Analyst,Data Analysis,9,Data/AI/ML,6.9,Bachelor,93,47,0,37
JOBTR0112,TRAIN00269,Senior Data Analyst,Data Analysis,9,Data/AI/ML,9.4,Bachelor,74,61,0,35
JOBTR0112,TRAIN00111,Senior Data Analyst,Data Analysis,9,Data/AI/ML,7.4,Bachelor,83,53,3,48
JOBTR0112,TRAIN00619,Senior Data Analyst,Data Analysis,9,Data/AI/ML,2.1,Bachelor,72,17,0,67
JOBTR0112,TRAIN00286,Senior Data Analyst,Data Analysis,9,Software Development,6.3,Bachelor,77,23,2,30
JOBTR0112,TRAIN00457,Senior Data Analyst,Data Analysis,9,Product/Design,0.4,Bachelor,89,7,0,24
JOBTR0112,TRAIN00214,Senior Data Analyst,Data Analysis,9,DevOps/Infrastructure,7.9,Bachelor,76,28,42,58
JOBTR0112,TRAIN00682,Senior Data Analyst,Data Analysis,9,QA/Testing,6.4,Master,82,23,23,33
JOBTR0112,TRAIN00489,Senior Data Analyst,Data Analysis,9,Data/AI/ML,3.7,Master,94,29,0,33
JOBTR0112,TRAIN00283,Senior Data Analyst,Data Analysis,9,Data/AI/ML,6.8,Master,99,51,1,47
JOBTR0112,TRAIN00768,Senior Data Analyst,Data Analysis,9,Product/Design,4.9,Master,82,24,4,63
JOBTR0112,TRAIN00450,Senior Data Analyst,Data Analysis,9,Software Development,26.2,Bachelor,87,84,4,56
JOBTR0112,TRAIN00316,Senior Data Analyst,Data Analysis,9,DevOps/Infrastructure,0.6,Master,98,4,0,21
JOBTR0112,TRAIN00370,Senior Data Analyst,Data Analysis,9,DevOps/Infrastructure,8.9,Bachelor,73,29,24,42
JOBTR0112,TRAIN00702,Senior Data Analyst,Data Analysis,9,Product/Design,5.2,High School,47,21,2,66
JOBTR0112,TRAIN00487,Senior Data Analyst,Data Analysis,9,QA/Testing,14.0,Master,80,43,17,34
JOBTR0112,TRAIN00144,Senior Data Analyst,Data Analysis,9,Software Development,4.1,High School,47,17,1,35
JOBTR0112,TRAIN00560,Senior Data Analyst,Data Analysis,9,Product/Design,9.1,Master,97,44,36,36
JOBTR0112,TRAIN00453,Senior Data Analyst,Data Analysis,9,QA/Testing,1.1,High School,46,7,17,35
JOBTR0112,TRAIN00047,Senior Data Analyst,Data Analysis,9,QA/Testing,0.2,Bachelor,70,1,0,17
JOBTR0112,TRAIN00001,Senior Data Analyst,Data Analysis,9,Product/Design,7.6,Bachelor,88,34,0,33
JOBTR0112,TRAIN00497,Senior Data Analyst,Data Analysis,9,DevOps/Infrastructure,18.8,PhD,100,59,64,44
JOBTR0112,TRAIN00581,Senior Data Analyst,Data Analysis,9,Product/Design,1.9,Bachelor,87,14,0,66
JOBTR0112,TRAIN00132,Senior Data Analyst,Data Analysis,9,Product/Design,9.7,Master,96,41,1,64
JOBTR0112,TRAIN00445,Senior Data Analyst,Data Analysis,9,Data/AI/ML,6.0,Bachelor,84,39,0,62
JOBTR0112,TRAIN00219,Senior Data Analyst,Data Analysis,9,QA/Testing,9.6,High School,45,26,23,34
JOBTR0112,TRAIN00420,Senior Data Analyst,Data Analysis,9,Product/Design,0.6,Master,99,5,0,18
JOBTR0112,TRAIN00039,Senior Data Analyst,Data Analysis,9,Software Development,3.5,PhD,91,19,3,38
JOBTR0112,TRAIN00672,Senior Data Analyst,Data Analysis,9,Data/AI/ML,1.5,Bachelor,85,14,57,35
JOBTR0112,TRAIN00162,Senior Data Analyst,Data Analysis,9,Software Development,7.1,High School,50,32,1,45
JOBTR0112,TRAIN00756,Senior Data Analyst,Data Analysis,9,Software Development,5.9,Master,93,22,31,57
JOBTR0112,TRAIN00789,Senior Data Analyst,Data Analysis,9,Data/AI/ML,1.9,Master,89,12,8,37
JOBTR0112,TRAIN00088,Senior Data Analyst,Data Analysis,9,Data/AI/ML,13.3,High School,42,86,30,59
JOBTR0112,TRAIN00501,Senior Data Analyst,Data Analysis,9,Data/AI/ML,4.6,Bachelor,81,38,1,32
JOBTR0112,TRAIN00714,Senior Data Analyst,Data Analysis,9,DevOps/Infrastructure,4.8,Master,85,23,25,49
JOBTR0112,TRAIN00232,Senior Data Analyst,Data Analysis,9,Software Development,7.8,PhD,88,32,3,37
JOBTR0112,TRAIN00654,Senior Data Analyst,Data Analysis,9,Product/Design,0.5,High School,47,6,0,19
JOBTR0112,TRAIN00405,Senior Data Analyst,Data Analysis,9,Data/AI/ML,3.8,High School,45,29,39,32
JOBTR0112,TRAIN00646,Senior Data Analyst,Data Analysis,9,Data/AI/ML,1.3,Bachelor,85,19,0,31
JOBTR0112,TRAIN00361,Senior Data Analyst,Data Analysis,9,Data/AI/ML,24.9,High School,44,98,0,42
JOBTR0112,TRAIN00713,Senior Data Analyst,Data Analysis,9,Data/AI/ML,9.2,Master,96,63,1,63
JOBTR0112,TRAIN00203,Senior Data Analyst,Data Analysis,9,Product/Design,2.8,High School,45,15,2,35
JOBTR0112,TRAIN00555,Senior Data Analyst,Data Analysis,9,QA/Testing,11.7,Bachelor,89,37,22,35
JOBTR0112,TRAIN00523,Senior Data Analyst,Data Analysis,9,Data/AI/ML,1.6,Bachelor,75,15,0,35
JOBTR0112,TRAIN00097,Senior Data Analyst,Data Analysis,9,DevOps/Infrastructure,3.7,Master,97,8,35,69
JOBTR0112,TRAIN00584,Senior Data Analyst,Data Analysis,9,Software Development,8.2,Bachelor,84,42,0,32
JOBTR0112,TRAIN00046,Senior Data Analyst,Data Analysis,9,Software Development,13.7,Master,81,60,28,31
JOBTR0112,TRAIN00382,Senior Data Analyst,Data Analysis,9,Product/Design,15.8,High School,49,63,35,31
JOBTR0112,TRAIN00062,Senior Data Analyst,Data Analysis,9,Product/Design,15.3,High School,48,61,1,38
JOBTR0112,TRAIN00166,Senior Data Analyst,Data Analysis,9,DevOps/Infrastructure,4.8,Bachelor,97,15,34,23
JOBTR0112,TRAIN00025,Senior Data Analyst,Data Analysis,9,Data/AI/ML,8.7,High School,54,58,23,43
JOBTR0112,TRAIN00766,Senior Data Analyst,Data Analysis,9,DevOps/Infrastructure,2.9,Master,99,11,31,32
JOBTR0112,TRAIN00399,Senior Data Analyst,Data Analysis,9,QA/Testing,1.6,Master,96,12,2,68
JOBTR0112,TRAIN00665,Senior Data Analyst,Data Analysis,9,DevOps/Infrastructure,6.4,Bachelor,71,28,0,63
JOBTR0112,TRAIN00177,Senior Data Analyst,Data Analysis,9,QA/Testing,8.5,Master,100,35,20,46
JOBTR0112,TRAIN00398,Senior Data Analyst,Data Analysis,9,Software Development,16.7,Bachelor,83,70,28,31
JOBTR0112,TRAIN00291,Senior Data Analyst,Data Analysis,9,Product/Design,1.9,Master,94,4,0,62
JOBTR0112,TRAIN00616,Senior Data Analyst,Data Analysis,9,DevOps/Infrastructure,1.4,Master,86,5,34,32
JOBTR0112,TRAIN00583,Senior Data Analyst,Data Analysis,9,QA/Testing,9.9,Bachelor,69,31,26,66
JOBTR0112,TRAIN00521,Senior Data Analyst,Data Analysis,9,Data/AI/ML,15.4,Master,79,91,39,39
JOBTR0112,TRAIN00314,Senior Data Analyst,Data Analysis,9,Data/AI/ML,9.4,Bachelor,83,62,39,55
JOBTR0112,TRAIN00650,Senior Data Analyst,Data Analysis,9,Product/Design,7.4,Bachelor,82,31,36,60
JOBTR0112,TRAIN00113,Senior Data Analyst,Data Analysis,9,Data/AI/ML,2.5,Bachelor,91,21,0,31
JOBTR0112,TRAIN00588,Senior Data Analyst,Data Analysis,9,Data Analysis,11.5,Master,97,91,23,40
JOBTR0112,TRAIN00623,Senior Data Analyst,Data Analysis,9,DevOps/Infrastructure,16.9,Bachelor,86,55,53,39
JOBTR0112,TRAIN00245,Senior Data Analyst,Data Analysis,9,Software Development,1.2,PhD,87,3,4,67
JOBTR0112,TRAIN00149,Senior Data Analyst,Data Analysis,9,QA/Testing,10.6,Bachelor,82,38,27,65
JOBTR0112,TRAIN00486,Senior Data Analyst,Data Analysis,9,Data/AI/ML,11.8,Bachelor,74,78,0,42
JOBTR0112,TRAIN00774,Senior Data Analyst,Data Analysis,9,QA/Testing,7.9,Bachelor,85,27,3,49
JOBTR0112,TRAIN00222,Senior Data Analyst,Data Analysis,9,Data/AI/ML,13.9,PhD,96,83,0,90
JOBTR0112,TRAIN00093,Senior Data Analyst,Data Analysis,9,DevOps/Infrastructure,27.2,Bachelor,74,82,21,57
JOBTR0112,TRAIN00419,Senior Data Analyst,Data Analysis,9,Data/AI/ML,3.9,Master,93,34,0,29
JOBTR0112,TRAIN00045,Senior Data Analyst,Data Analysis,9,QA/Testing,1.1,PhD,90,4,13,62
JOBTR0112,TRAIN00736,Senior Data Analyst,Data Analysis,9,Product/Design,3.0,PhD,100,18,39,37
JOBTR0112,TRAIN00159,Senior Data Analyst,Data Analysis,9,Data/AI/ML,14.0,Bachelor,85,85,5,58
JOBTR0112,TRAIN00439,Senior Data Analyst,Data Analysis,9,QA/Testing,6.9,Bachelor,88,19,38,54
JOBTR0112,TRAIN00044,Senior Data Analyst,Data Analysis,9,Product/Design,14.2,Bachelor,85,62,0,46
JOBTR0112,TRAIN00275,Senior Data Analyst,Data Analysis,9,Software Development,4.4,Bachelor,84,22,0,68
JOBTR0112,TRAIN00206,Senior Data Analyst,Data Analysis,9,QA/Testing,13.0,High School,45,40,17,62
JOBTR0112,TRAIN00606,Senior Data Analyst,Data Analysis,9,QA/Testing,4.0,Master,80,17,0,64
JOBTR0112,TRAIN00537,Senior Data Analyst,Data Analysis,9,DevOps/Infrastructure,7.5,PhD,100,23,19,98
JOBTR0112,TRAIN00603,Senior Data Analyst,Data Analysis,9,Data/AI/ML,17.4,Master,97,89,39,59
JOBTR0112,TRAIN00755,Senior Data Analyst,Data Analysis,9,QA/Testing,4.7,High School,44,17,22,33
JOBTR0112,TRAIN00684,Senior Data Analyst,Data Analysis,9,Software Development,3.3,Master,93,13,0,31
JOBTR0112,TRAIN00633,Senior Data Analyst,Data Analysis,9,Product/Design,7.0,Bachelor,90,34,0,36
JOBTR0112,TRAIN00605,Senior Data Analyst,Data Analysis,9,Software Development,22.7,Master,93,82,23,36
JOBTR0112,TRAIN00426,Senior Data Analyst,Data Analysis,9,Software Development,5.0,Master,90,26,2,65
JOBTR0112,TRAIN00544,Senior Data Analyst,Data Analysis,9,QA/Testing,1.7,Bachelor,86,11,19,33
JOBTR0112,TRAIN00036,Senior Data Analyst,Data Analysis,9,DevOps/Infrastructure,3.4,Bachelor,86,18,0,34
JOBTR0112,TRAIN00604,Senior Data Analyst,Data Analysis,9,QA/Testing,13.3,Master,82,40,0,51
JOBTR0112,TRAIN00772,Senior Data Analyst,Data Analysis,9,QA/Testing,0.1,PhD,100,0,4,15
JOBTR0112,TRAIN00238,Senior Data Analyst,Data Analysis,9,QA/Testing,4.6,PhD,100,17,3,67
JOBTR0112,TRAIN00627,Senior Data Analyst,Data Analysis,9,DevOps/Infrastructure,17.4,Bachelor,86,54,0,42
JOBTR0112,TRAIN00369,Senior Data Analyst,Data Analysis,9,Product/Design,1.0,Bachelor,78,6,20,31
JOBTR0112,TRAIN00429,Senior Data Analyst,Data Analysis,9,Product/Design,4.7,PhD,90,23,0,40
JOBTR0112,TRAIN00215,Senior Data Analyst,Data Analysis,9,Product/Design,26.2,PhD,95,89,0,36
JOBTR0112,TRAIN00566,Senior Data Analyst,Data Analysis,9,DevOps/Infrastructure,9.3,Master,82,27,7,47
JOBTR0112,TRAIN00259,Senior Data Analyst,Data Analysis,9,DevOps/Infrastructure,1.2,PhD,100,6,0,31
JOBTR0112,TRAIN00325,Senior Data Analyst,Data Analysis,9,Product/Design,1.2,High School,44,8,4,94
JOBTR0112,TRAIN00069,Senior Data Analyst,Data Analysis,9,Software Development,3.1,Bachelor,88,17,0,36
JOBTR0112,TRAIN00528,Senior Data Analyst,Data Analysis,9,Software Development,21.9,Master,83,85,4,39
JOBTR0112,TRAIN00164,Senior Data Analyst,Data Analysis,9,Product/Design,2.3,Bachelor,91,6,2,64
JOBTR0113,TRAIN00624,Lead Product Designer,Product/Design,11,Product/Design,4.1,High School,21,36,1,39
JOBTR0113,TRAIN00436,Lead Product Designer,Product/Design,11,Product/Design,0.9,Master,73,10,22,15
JOBTR0113,TRAIN00530,Lead Product Designer,Product/Design,11,Product/Design,2.7,High School,23,22,17,31
JOBTR0113,TRAIN00517,Lead Product Designer,Product/Design,11,Product/Design,1.9,Bachelor,65,15,11,38
JOBTR0113,TRAIN00033,Lead Product Designer,Product/Design,11,Product/Design,2.0,High School,18,17,2,65
JOBTR0113,TRAIN00527,Lead Product Designer,Product/Design,11,Product/Design,0.8,PhD,95,13,2,19
JOBTR0113,TRAIN00321,Lead Product Designer,Product/Design,11,Product/Design,9.8,Master,70,79,18,42
JOBTR0113,TRAIN00678,Lead Product Designer,Product/Design,11,Product/Design,8.8,Master,74,72,14,49
JOBTR0113,TRAIN00007,Lead Product Designer,Product/Design,11,Product/Design,10.3,Master,81,87,14,60
JOBTR0113,TRAIN00632,Lead Product Designer,Product/Design,11,Product/Design,11.9,Master,73,85,29,58
JOBTR0113,TRAIN00472,Lead Product Designer,Product/Design,11,Product/Design,1.9,Master,81,20,16,62
JOBTR0113,TRAIN00785,Lead Product Designer,Product/Design,11,Product/Design,14.2,Master,80,83,24,88
JOBTR0113,TRAIN00598,Lead Product Designer,Product/Design,11,Product/Design,1.4,Bachelor,43,15,30,66
JOBTR0113,TRAIN00086,Lead Product Designer,Product/Design,11,Product/Design,7.3,Bachelor,56,64,17,50
JOBTR0113,TRAIN00341,Lead Product Designer,Product/Design,11,Product/Design,9.3,Bachelor,48,74,3,36
JOBTR0113,TRAIN00012,Lead Product Designer,Product/Design,11,Product/Design,1.6,Bachelor,66,16,1,37
JOBTR0113,TRAIN00157,Lead Product Designer,Product/Design,11,Product/Design,5.6,Master,78,52,20,52
JOBTR0113,TRAIN00451,Lead Product Designer,Product/Design,11,Product/Design,1.2,High School,22,7,25,40
JOBTR0113,TRAIN00575,Lead Product Designer,Product/Design,11,Product/Design,3.9,Master,75,37,2,57
JOBTR0113,TRAIN00070,Lead Product Designer,Product/Design,11,Product/Design,7.8,Master,77,58,3,38
JOBTR0113,TRAIN00558,Lead Product Designer,Product/Design,11,Product/Design,2.8,High School,29,27,0,31
JOBTR0113,TRAIN00736,Lead Product Designer,Product/Design,11,Product/Design,3.0,PhD,98,32,51,37
JOBTR0113,TRAIN00457,Lead Product Designer,Product/Design,11,Product/Design,0.4,Bachelor,59,6,0,24
JOBTR0113,TRAIN00326,Lead Product Designer,Product/Design,11,Product/Design,5.9,Master,74,49,29,50
JOBTR0113,TRAIN00015,Lead Product Designer,Product/Design,11,Product/Design,2.0,Bachelor,64,19,0,66
JOBTR0113,TRAIN00189,Lead Product Designer,Product/Design,11,Product/Design,9.6,Bachelor,47,75,0,33
JOBTR0113,TRAIN00743,Lead Product Designer,Product/Design,11,Product/Design,21.6,Bachelor,44,94,40,55
JOBTR0113,TRAIN00492,Lead Product Designer,Product/Design,11,Product/Design,7.3,Master,89,61,44,52
JOBTR0113,TRAIN00366,Lead Product Designer,Product/Design,11,Product/Design,2.8,High School,20,31,0,68
JOBTR0113,TRAIN00271,Lead Product Designer,Product/Design,11,Product/Design,7.6,Master,86,59,0,51
JOBTR0113,TRAIN00536,Lead Product Designer,Product/Design,11,Product/Design,15.2,Bachelor,43,93,21,39
JOBTR0113,TRAIN00639,Lead Product Designer,Product/Design,11,Product/Design,2.9,Master,89,32,2,59
JOBTR0113,TRAIN00581,Lead Product Designer,Product/Design,11,Product/Design,1.9,Bachelor,57,18,19,66
JOBTR0113,TRAIN00191,Lead Product Designer,Product/Design,11,Product/Design,6.9,Master,88,60,35,34
JOBTR0113,TRAIN00638,Lead Product Designer,Product/Design,11,Product/Design,6.7,PhD,98,52,5,37
JOBTR0113,TRAIN00231,Lead Product Designer,Product/Design,11,Product/Design,1.5,High School,25,15,0,34
JOBTR0113,TRAIN00677,Lead Product Designer,Product/Design,11,Product/Design,5.1,Master,79,39,22,37
JOBTR0113,TRAIN00700,Lead Product Designer,Product/Design,11,Product/Design,22.1,High School,19,90,72,33
JOBTR0113,TRAIN00147,Lead Product Designer,Product/Design,11,Product/Design,12.3,Master,79,86,21,34
JOBTR0113,TRAIN00044,Lead Product Designer,Product/Design,11,Product/Design,14.2,Bachelor,54,89,43,46
JOBTR0113,TRAIN00062,Lead Product Designer,Product/Design,11,Product/Design,15.3,High School,24,90,48,38
JOBTR0113,TRAIN00193,Lead Product Designer,Product/Design,11,Product/Design,19.3,Bachelor,54,89,24,29
JOBTR0113,TRAIN00343,Lead Product Designer,Product/Design,11,Product/Design,19.9,Master,94,94,21,49
JOBTR0113,TRAIN00622,Lead Product Designer,Product/Design,11,Product/Design,14.9,Master,96,88,9,46
JOBTR0113,TRAIN00330,Lead Product Designer,Product/Design,11,Product/Design,3.9,Master,91,39,0,49
JOBTR0113,TRAIN00203,Lead Product Designer,Product/Design,11,Product/Design,2.8,High School,18,25,1,35
JOBTR0113,TRAIN00049,Lead Product Designer,Product/Design,11,Product/Design,12.9,Bachelor,60,89,20,35
JOBTR0113,TRAIN00511,Lead Product Designer,Product/Design,11,Product/Design,1.3,High School,25,11,14,34
JOBTR0113,TRAIN00586,Lead Product Designer,Product/Design,11,Product/Design,14.6,Master,89,89,13,31
JOBTR0113,TRAIN00516,Lead Product Designer,Product/Design,11,Product/Design,12.6,Master,68,86,2,43
JOBTR0113,TRAIN00165,Lead Product Designer,Product/Design,11,Product/Design,2.9,Bachelor,61,27,0,30
JOBTR0113,TRAIN00251,Lead Product Designer,Product/Design,11,Product/Design,14.1,Bachelor,60,88,0,55
