id,split,pdf_path,template,difficulty,pagesize,skill_mode,skill_years_stated,scanned,contact_in_header_only,pages,fallback
TRAIN00254,train,cvs_pdf/TRAIN00254.pdf,classic_ats,easy,A4,table,False,False,False,1,
TRAIN00255,train,cvs_pdf/TRAIN00255.pdf,compact_boxed,medium,letter,years,True,False,False,1,
TRAIN00256,train,cvs_pdf/TRAIN00256.pdf,minimal_centered,medium,A4,table,False,False,False,2,
TRAIN00257,train,cvs_pdf/TRAIN00257.pdf,right_sidebar_light,hard,A4,categorised,False,False,False,1,
TRAIN00258,train,cvs_pdf/TRAIN00258.pdf,compact_boxed,medium,A4,plain,False,False,False,1,
TRAIN00259,train,cvs_pdf/TRAIN00259.pdf,right_sidebar_light,hard,A4,categorised,False,False,False,1,
TRAIN00260,train,cvs_pdf/TRAIN00260.pdf,minimal_centered,medium,letter,bullets,False,False,False,2,
TRAIN00261,train,cvs_pdf/TRAIN00261.pdf,minimal_centered,medium,A4,categorised,False,False,True,1,
TRAIN00262,train,cvs_pdf/TRAIN00262.pdf,classic_ats,easy,A4,categorised,False,False,False,2,
TRAIN00263,train,cvs_pdf/TRAIN00263.pdf,left_sidebar_dark,hard,letter,table,False,False,False,1,
TRAIN00264,train,cvs_pdf/TRAIN00264.pdf,europass_style,hard,letter,years,True,False,False,1,
TRAIN00265,train,cvs_pdf/TRAIN00265.pdf,minimal_centered,medium,letter,table,False,False,False,1,
TRAIN00266,train,cvs_pdf/TRAIN00266.pdf,table_grid,hard,letter,bullets,False,False,False,2,
TRAIN00267,train,cvs_pdf/TRAIN00267.pdf,right_sidebar_light,scanned,letter,levels,False,True,False,1,
TRAIN00268,train,cvs_pdf/TRAIN00268.pdf,modern_banner,easy,A4,bullets,False,False,False,1,
TRAIN00269,train,cvs_pdf/TRAIN00269.pdf,classic_ats,easy,letter,years,True,False,False,1,
TRAIN00270,train,cvs_pdf/TRAIN00270.pdf,classic_ats,easy,letter,table,False,False,True,2,
TRAIN00271,train,cvs_pdf/TRAIN00271.pdf,classic_ats,easy,letter,bars,False,False,True,1,
TRAIN00272,train,cvs_pdf/TRAIN00272.pdf,modern_banner,easy,letter,categorised,False,False,True,1,
TRAIN00273,train,cvs_pdf/TRAIN00273.pdf,compact_boxed,medium,A4,bars,False,False,False,1,
TRAIN00274,train,cvs_pdf/TRAIN00274.pdf,compact_boxed,medium,letter,years,True,False,False,1,
TRAIN00275,train,cvs_pdf/TRAIN00275.pdf,classic_ats,easy,letter,plain,False,False,False,1,
TRAIN00276,train,cvs_pdf/TRAIN00276.pdf,modern_banner,easy,A4,bars,False,False,False,1,
TRAIN00277,train,cvs_pdf/TRAIN00277.pdf,right_sidebar_light,hard,letter,table,False,False,True,1,
TRAIN00278,train,cvs_pdf/TRAIN00278.pdf,minimal_centered,medium,A4,years,True,False,False,1,
TRAIN00279,train,cvs_pdf/TRAIN00279.pdf,modern_banner,easy,letter,table,False,False,False,2,
TRAIN00280,train,cvs_pdf/TRAIN00280.pdf,minimal_centered,medium,A4,categorised,False,False,False,1,
TRAIN00281,train,cvs_pdf/TRAIN00281.pdf,minimal_centered,medium,A4,bars,False,False,False,1,
TRAIN00282,train,cvs_pdf/TRAIN00282.pdf,two_column_balanced,hard,letter,bullets,False,False,False,1,
TRAIN00283,train,cvs_pdf/TRAIN00283.pdf,modern_banner,easy,A4,levels,False,False,False,1,
TRAIN00284,train,cvs_pdf/TRAIN00284.pdf,classic_ats,easy,letter,plain,False,False,True,1,
TRAIN00285,train,cvs_pdf/TRAIN00285.pdf,minimal_centered,medium,letter,categorised,False,False,False,2,
TRAIN00286,train,cvs_pdf/TRAIN00286.pdf,academic_dense,medium,A4,plain,False,False,False,1,
TRAIN00287,train,cvs_pdf/TRAIN00287.pdf,classic_ats,easy,A4,table,False,False,False,1,
TRAIN00288,train,cvs_pdf/TRAIN00288.pdf,left_sidebar_dark,hard,letter,categorised,False,False,False,1,
TRAIN00289,train,cvs_pdf/TRAIN00289.pdf,classic_ats,easy,A4,years,True,False,True,1,
TRAIN00290,train,cvs_pdf/TRAIN00290.pdf,classic_ats,easy,letter,categorised,False,False,False,1,
TRAIN00291,train,cvs_pdf/TRAIN00291.pdf,academic_dense,medium,letter,levels,False,False,False,1,
TRAIN00292,train,cvs_pdf/TRAIN00292.pdf,table_grid,hard,letter,plain,False,False,False,1,
TRAIN00293,train,cvs_pdf/TRAIN00293.pdf,classic_ats,easy,letter,table,False,False,False,2,
TRAIN00294,train,cvs_pdf/TRAIN00294.pdf,minimal_centered,medium,letter,categorised,False,False,False,2,
TRAIN00295,train,cvs_pdf/TRAIN00295.pdf,academic_dense,medium,A4,plain,False,False,False,1,
TRAIN00296,train,cvs_pdf/TRAIN00296.pdf,classic_ats,easy,letter,levels,False,False,False,2,
TRAIN00297,train,cvs_pdf/TRAIN00297.pdf,minimal_centered,medium,letter,bullets,False,False,False,1,
TRAIN00298,train,cvs_pdf/TRAIN00298.pdf,modern_banner,easy,letter,bars,False,False,False,1,
TRAIN00299,train,cvs_pdf/TRAIN00299.pdf,two_column_balanced,hard,letter,categorised,False,False,False,1,
TRAIN00300,train,cvs_pdf/TRAIN00300.pdf,left_sidebar_dark,hard,A4,levels,False,False,False,2,
TRAIN00301,train,cvs_pdf/TRAIN00301.pdf,classic_ats,easy,letter,categorised,False,False,False,1,
TRAIN00302,train,cvs_pdf/TRAIN00302.pdf,classic_ats,easy,A4,bars,False,False,False,1,
TRAIN00303,train,cvs_pdf/TRAIN00303.pdf,minimal_centered,medium,A4,bars,False,False,False,1,
TRAIN00304,train,cvs_pdf/TRAIN00304.pdf,compact_boxed,medium,letter,years,True,False,False,1,
TRAIN00305,train,cvs_pdf/TRAIN00305.pdf,compact_boxed,medium,letter,years,True,False,False,1,
TRAIN00306,train,cvs_pdf/TRAIN00306.pdf,left_sidebar_dark,hard,letter,bars,False,False,False,1,
TRAIN00307,train,cvs_pdf/TRAIN00307.pdf,left_sidebar_dark,hard,A4,years,True,False,False,1,
TRAIN00308,train,cvs_pdf/TRAIN00308.pdf,two_column_balanced,hard,A4,table,False,False,True,1,
TRAIN00309,train,cvs_pdf/TRAIN00309.pdf,right_sidebar_light,hard,letter,years,True,False,False,1,
TRAIN00310,train,cvs_pdf/TRAIN00310.pdf,compact_boxed,medium,A4,bullets,False,False,False,2,
TRAIN00311,train,cvs_pdf/TRAIN00311.pdf,minimal_centered,medium,A4,bars,False,False,False,2,
TRAIN00312,train,cvs_pdf/TRAIN00312.pdf,europass_style,hard,letter,bars,False,False,False,1,
TRAIN00313,train,cvs_pdf/TRAIN00313.pdf,right_sidebar_light,hard,letter,bars,False,False,False,1,
TRAIN00314,train,cvs_pdf/TRAIN00314.pdf,table_grid,hard,A4,years,True,False,False,2,
TRAIN00315,train,cvs_pdf/TRAIN00315.pdf,classic_ats,easy,letter,categorised,False,False,False,1,
TRAIN00316,train,cvs_pdf/TRAIN00316.pdf,academic_dense,medium,letter,plain,False,False,False,1,
TRAIN00317,train,cvs_pdf/TRAIN00317.pdf,academic_dense,medium,A4,categorised,False,False,False,2,
TRAIN00318,train,cvs_pdf/TRAIN00318.pdf,academic_dense,medium,letter,plain,False,False,False,2,
TRAIN00319,train,cvs_pdf/TRAIN00319.pdf,academic_dense,medium,letter,bullets,False,False,True,1,
TRAIN00320,train,cvs_pdf/TRAIN00320.pdf,europass_style,hard,A4,table,False,False,False,1,
TRAIN00321,train,cvs_pdf/TRAIN00321.pdf,two_column_balanced,hard,letter,years,True,False,False,1,
TRAIN00322,train,cvs_pdf/TRAIN00322.pdf,modern_banner,easy,A4,years,True,False,False,1,
TRAIN00323,train,cvs_pdf/TRAIN00323.pdf,modern_banner,easy,letter,levels,False,False,True,1,
TRAIN00324,train,cvs_pdf/TRAIN00324.pdf,left_sidebar_dark,hard,A4,bullets,False,False,False,1,
TRAIN00325,train,cvs_pdf/TRAIN00325.pdf,classic_ats,easy,A4,years,True,False,False,1,
TRAIN00326,train,cvs_pdf/TRAIN00326.pdf,minimal_centered,medium,A4,categorised,False,False,False,1,
TRAIN00327,train,cvs_pdf/TRAIN00327.pdf,classic_ats,easy,letter,categorised,False,False,False,2,
TRAIN00328,train,cvs_pdf/TRAIN00328.pdf,academic_dense,medium,letter,table,False,False,False,1,
TRAIN00329,train,cvs_pdf/TRAIN00329.pdf,compact_boxed,medium,A4,categorised,False,False,False,1,
TRAIN00330,train,cvs_pdf/TRAIN00330.pdf,right_sidebar_light,hard,letter,levels,False,False,False,1,
TRAIN00331,train,cvs_pdf/TRAIN00331.pdf,two_column_balanced,hard,letter,table,False,False,False,1,
TRAIN00332,train,cvs_pdf/TRAIN00332.pdf,academic_dense,medium,letter,table,False,False,False,2,
TRAIN00333,train,cvs_pdf/TRAIN00333.pdf,academic_dense,medium,letter,bars,False,False,False,2,
TRAIN00334,train,cvs_pdf/TRAIN00334.pdf,two_column_balanced,hard,letter,bullets,False,False,False,1,
TRAIN00335,train,cvs_pdf/TRAIN00335.pdf,academic_dense,medium,A4,categorised,False,False,True,1,
TRAIN00336,train,cvs_pdf/TRAIN00336.pdf,table_grid,hard,A4,years,True,False,False,1,
TRAIN00337,train,cvs_pdf/TRAIN00337.pdf,classic_ats,easy,letter,years,True,False,False,1,
TRAIN00338,train,cvs_pdf/TRAIN00338.pdf,table_grid,hard,letter,years,True,False,False,2,
TRAIN00339,train,cvs_pdf/TRAIN00339.pdf,left_sidebar_dark,hard,letter,bullets,False,False,True,1,
TRAIN00340,train,cvs_pdf/TRAIN00340.pdf,left_sidebar_dark,hard,letter,years,True,False,False,1,
TRAIN00341,train,cvs_pdf/TRAIN00341.pdf,right_sidebar_light,hard,A4,bullets,False,False,False,2,
TRAIN00342,train,cvs_pdf/TRAIN00342.pdf,classic_ats,easy,A4,categorised,False,False,True,1,
TRAIN00343,train,cvs_pdf/TRAIN00343.pdf,classic_ats,easy,letter,bullets,False,False,False,2,
TRAIN00344,train,cvs_pdf/TRAIN00344.pdf,two_column_balanced,hard,letter,levels,False,False,False,1,
TRAIN00345,train,cvs_pdf/TRAIN00345.pdf,table_grid,hard,letter,table,False,False,False,2,
TRAIN00346,train,cvs_pdf/TRAIN00346.pdf,minimal_centered,scanned,A4,categorised,False,True,False,1,
TRAIN00347,train,cvs_pdf/TRAIN00347.pdf,modern_banner,easy,A4,levels,False,False,False,1,
TRAIN00348,train,cvs_pdf/TRAIN00348.pdf,minimal_centered,medium,A4,bullets,False,False,False,1,
TRAIN00349,train,cvs_pdf/TRAIN00349.pdf,modern_banner,easy,letter,years,True,False,False,1,
TRAIN00350,train,cvs_pdf/TRAIN00350.pdf,two_column_balanced,hard,letter,years,True,False,False,1,
TRAIN00351,train,cvs_pdf/TRAIN00351.pdf,right_sidebar_light,hard,letter,categorised,False,False,False,1,
TRAIN00352,train,cvs_pdf/TRAIN00352.pdf,compact_boxed,medium,letter,categorised,False,False,False,1,
TRAIN00353,train,cvs_pdf/TRAIN00353.pdf,two_column_balanced,hard,letter,levels,False,False,False,1,
TRAIN00354,train,cvs_pdf/TRAIN00354.pdf,academic_dense,medium,letter,bullets,False,False,False,1,
TRAIN00355,train,cvs_pdf/TRAIN00355.pdf,europass_style,hard,letter,years,True,False,False,1,
TRAIN00356,train,cvs_pdf/TRAIN00356.pdf,modern_banner,easy,A4,plain,False,False,False,1,
TRAIN00357,train,cvs_pdf/TRAIN00357.pdf,academic_dense,medium,A4,categorised,False,False,False,1,
TRAIN00358,train,cvs_pdf/TRAIN00358.pdf,modern_banner,easy,letter,bars,False,False,False,1,
TRAIN00359,train,cvs_pdf/TRAIN00359.pdf,compact_boxed,medium,letter,plain,False,False,False,1,
TRAIN00360,train,cvs_pdf/TRAIN00360.pdf,left_sidebar_dark,hard,A4,categorised,False,False,False,1,
TRAIN00361,train,cvs_pdf/TRAIN00361.pdf,two_column_balanced,hard,letter,levels,False,False,False,1,
TRAIN00362,train,cvs_pdf/TRAIN00362.pdf,academic_dense,medium,A4,none,False,False,False,1,
TRAIN00363,train,cvs_pdf/TRAIN00363.pdf,europass_style,hard,letter,years,True,False,False,1,
TRAIN00364,train,cvs_pdf/TRAIN00364.pdf,two_column_balanced,hard,letter,bullets,False,False,False,1,
TRAIN00365,train,cvs_pdf/TRAIN00365.pdf,minimal_centered,medium,A4,plain,False,False,False,1,
TRAIN00366,train,cvs_pdf/TRAIN00366.pdf,minimal_centered,medium,letter,bars,False,False,False,2,
TRAIN00367,train,cvs_pdf/TRAIN00367.pdf,modern_banner,easy,letter,categorised,False,False,False,1,
TRAIN00368,train,cvs_pdf/TRAIN00368.pdf,two_column_balanced,hard,letter,years,True,False,False,1,
TRAIN00369,train,cvs_pdf/TRAIN00369.pdf,classic_ats,easy,letter,categorised,False,False,False,1,
TRAIN00370,train,cvs_pdf/TRAIN00370.pdf,left_sidebar_dark,hard,letter,categorised,False,False,False,1,
TRAIN00371,train,cvs_pdf/TRAIN00371.pdf,academic_dense,medium,A4,years,True,False,True,1,
TRAIN00372,train,cvs_pdf/TRAIN00372.pdf,classic_ats,easy,letter,categorised,False,False,False,1,
TRAIN00373,train,cvs_pdf/TRAIN00373.pdf,minimal_centered,medium,A4,years,True,False,False,1,
TRAIN00374,train,cvs_pdf/TRAIN00374.pdf,modern_banner,easy,A4,plain,False,False,False,1,
TRAIN00375,train,cvs_pdf/TRAIN00375.pdf,left_sidebar_dark,hard,letter,categorised,False,False,True,1,
TRAIN00376,train,cvs_pdf/TRAIN00376.pdf,classic_ats,easy,A4,categorised,False,False,False,1,
TRAIN00377,train,cvs_pdf/TRAIN00377.pdf,minimal_centered,medium,letter,categorised,False,False,False,1,
TRAIN00378,train,cvs_pdf/TRAIN00378.pdf,modern_banner,easy,letter,bullets,False,False,False,2,
TRAIN00379,train,cvs_pdf/TRAIN00379.pdf,left_sidebar_dark,hard,letter,bars,False,False,False,1,
TRAIN00380,train,cvs_pdf/TRAIN00380.pdf,compact_boxed,medium,A4,bars,False,False,False,2,
TRAIN00381,train,cvs_pdf/TRAIN00381.pdf,two_column_balanced,hard,letter,bullets,False,False,False,1,
TRAIN00382,train,cvs_pdf/TRAIN00382.pdf,modern_banner,easy,letter,levels,False,False,False,1,
TRAIN00383,train,cvs_pdf/TRAIN00383.pdf,minimal_centered,medium,A4,categorised,False,False,False,1,
TRAIN00384,train,cvs_pdf/TRAIN00384.pdf,right_sidebar_light,hard,letter,bullets,False,False,False,1,
TRAIN00385,train,cvs_pdf/TRAIN00385.pdf,two_column_balanced,hard,A4,categorised,False,False,True,1,
TRAIN00386,train,cvs_pdf/TRAIN00386.pdf,minimal_centered,medium,letter,years,True,False,False,2,
TRAIN00387,train,cvs_pdf/TRAIN00387.pdf,left_sidebar_dark,hard,letter,plain,False,False,False,1,
TRAIN00388,train,cvs_pdf/TRAIN00388.pdf,academic_dense,medium,letter,categorised,False,False,False,1,
TRAIN00389,train,cvs_pdf/TRAIN00389.pdf,compact_boxed,medium,letter,categorised,False,False,False,1,
TRAIN00390,train,cvs_pdf/TRAIN00390.pdf,table_grid,hard,A4,years,True,False,False,1,
TRAIN00391,train,cvs_pdf/TRAIN00391.pdf,classic_ats,easy,letter,plain,False,False,False,1,
TRAIN00392,train,cvs_pdf/TRAIN00392.pdf,compact_boxed,medium,letter,levels,False,False,False,1,
TRAIN00393,train,cvs_pdf/TRAIN00393.pdf,right_sidebar_light,hard,A4,plain,False,False,False,1,
TRAIN00394,train,cvs_pdf/TRAIN00394.pdf,right_sidebar_light,hard,letter,categorised,False,False,False,1,
TRAIN00395,train,cvs_pdf/TRAIN00395.pdf,compact_boxed,medium,A4,plain,False,False,True,1,
TRAIN00396,train,cvs_pdf/TRAIN00396.pdf,two_column_balanced,hard,letter,bars,False,False,False,1,
TRAIN00397,train,cvs_pdf/TRAIN00397.pdf,modern_banner,easy,letter,levels,False,False,False,1,
TRAIN00398,train,cvs_pdf/TRAIN00398.pdf,europass_style,hard,letter,plain,False,False,False,1,
TRAIN00399,train,cvs_pdf/TRAIN00399.pdf,minimal_centered,medium,A4,table,False,False,False,2,
TRAIN00400,train,cvs_pdf/TRAIN00400.pdf,modern_banner,easy,A4,years,True,False,False,1,
TRAIN00401,train,cvs_pdf/TRAIN00401.pdf,modern_banner,easy,letter,years,True,False,False,1,
TRAIN00402,train,cvs_pdf/TRAIN00402.pdf,modern_banner,easy,letter,levels,False,False,False,1,
TRAIN00403,train,cvs_pdf/TRAIN00403.pdf,classic_ats,easy,A4,levels,False,False,False,1,
TRAIN00404,train,cvs_pdf/TRAIN00404.pdf,table_grid,hard,letter,bars,False,False,False,1,
TRAIN00405,train,cvs_pdf/TRAIN00405.pdf,minimal_centered,medium,letter,bullets,False,False,False,2,
TRAIN00406,train,cvs_pdf/TRAIN00406.pdf,academic_dense,medium,letter,categorised,False,False,False,1,
TRAIN00407,train,cvs_pdf/TRAIN00407.pdf,europass_style,hard,A4,plain,False,False,False,1,
TRAIN00408,train,cvs_pdf/TRAIN00408.pdf,classic_ats,easy,A4,levels,False,False,False,2,
TRAIN00409,train,cvs_pdf/TRAIN00409.pdf,table_grid,hard,A4,years,True,False,True,1,
TRAIN00410,train,cvs_pdf/TRAIN00410.pdf,table_grid,hard,letter,bars,False,False,False,1,
TRAIN00411,train,cvs_pdf/TRAIN00411.pdf,table_grid,hard,letter,levels,False,False,False,2,
TRAIN00412,train,cvs_pdf/TRAIN00412.pdf,table_grid,hard,letter,table,False,False,False,1,
TRAIN00413,train,cvs_pdf/TRAIN00413.pdf,classic_ats,easy,letter,categorised,False,False,False,1,
TRAIN00414,train,cvs_pdf/TRAIN00414.pdf,academic_dense,medium,letter,plain,False,False,False,1,
TRAIN00415,train,cvs_pdf/TRAIN00415.pdf,classic_ats,easy,letter,categorised,False,False,False,1,
TRAIN00416,train,cvs_pdf/TRAIN00416.pdf,modern_banner,easy,A4,years,True,False,False,1,
TRAIN00417,train,cvs_pdf/TRAIN00417.pdf,academic_dense,medium,letter,levels,False,False,False,1,
TRAIN00418,train,cvs_pdf/TRAIN00418.pdf,academic_dense,medium,letter,levels,False,False,True,1,
TRAIN00419,train,cvs_pdf/TRAIN00419.pdf,compact_boxed,medium,A4,plain,False,False,False,1,
TRAIN00420,train,cvs_pdf/TRAIN00420.pdf,modern_banner,easy,letter,categorised,False,False,False,1,
TRAIN00421,train,cvs_pdf/TRAIN00421.pdf,academic_dense,medium,A4,categorised,False,False,False,1,
TRAIN00422,train,cvs_pdf/TRAIN00422.pdf,table_grid,hard,A4,plain,False,False,False,1,
TRAIN00423,train,cvs_pdf/TRAIN00423.pdf,academic_dense,medium,letter,table,False,False,False,2,
TRAIN00424,train,cvs_pdf/TRAIN00424.pdf,classic_ats,easy,A4,table,False,False,False,2,
TRAIN00425,train,cvs_pdf/TRAIN00425.pdf,academic_dense,medium,A4,categorised,False,False,False,1,
TRAIN00426,train,cvs_pdf/TRAIN00426.pdf,table_grid,hard,letter,bullets,False,False,False,1,
TRAIN00427,train,cvs_pdf/TRAIN00427.pdf,classic_ats,easy,A4,bars,False,False,False,1,
TRAIN00428,train,cvs_pdf/TRAIN00428.pdf,minimal_centered,medium,letter,categorised,False,False,False,1,
TRAIN00429,train,cvs_pdf/TRAIN00429.pdf,modern_banner,easy,A4,table,False,False,False,1,
TRAIN00430,train,cvs_pdf/TRAIN00430.pdf,minimal_centered,medium,A4,table,False,False,False,2,
TRAIN00431,train,cvs_pdf/TRAIN00431.pdf,compact_boxed,medium,letter,levels,False,False,True,2,
TRAIN00432,train,cvs_pdf/TRAIN00432.pdf,academic_dense,medium,letter,categorised,False,False,False,1,
TRAIN00433,train,cvs_pdf/TRAIN00433.pdf,classic_ats,scanned,A4,years,True,True,False,1,
TRAIN00434,train,cvs_pdf/TRAIN00434.pdf,left_sidebar_dark,hard,letter,years,True,False,False,2,
TRAIN00435,train,cvs_pdf/TRAIN00435.pdf,academic_dense,medium,letter,plain,False,False,False,1,
TRAIN00436,train,cvs_pdf/TRAIN00436.pdf,modern_banner,easy,letter,years,True,False,False,1,
TRAIN00437,train,cvs_pdf/TRAIN00437.pdf,compact_boxed,medium,A4,years,True,False,False,1,
TRAIN00438,train,cvs_pdf/TRAIN00438.pdf,left_sidebar_dark,hard,letter,bullets,False,False,False,1,
TRAIN00439,train,cvs_pdf/TRAIN00439.pdf,classic_ats,easy,letter,years,True,False,False,1,
TRAIN00440,train,cvs_pdf/TRAIN00440.pdf,modern_banner,easy,letter,bars,False,False,False,1,
TRAIN00441,train,cvs_pdf/TRAIN00441.pdf,two_column_balanced,hard,A4,categorised,False,False,False,1,
TRAIN00442,train,cvs_pdf/TRAIN00442.pdf,academic_dense,medium,letter,categorised,False,False,True,2,
TRAIN00443,train,cvs_pdf/TRAIN00443.pdf,classic_ats,easy,A4,none,False,False,False,1,
TRAIN00444,train,cvs_pdf/TRAIN00444.pdf,classic_ats,easy,letter,categorised,False,False,False,1,
TRAIN00445,train,cvs_pdf/TRAIN00445.pdf,modern_banner,easy,letter,bullets,False,False,False,1,
TRAIN00446,train,cvs_pdf/TRAIN00446.pdf,classic_ats,easy,letter,bars,False,False,False,1,
TRAIN00447,train,cvs_pdf/TRAIN00447.pdf,right_sidebar_light,hard,letter,bullets,False,False,False,1,
TRAIN00448,train,cvs_pdf/TRAIN00448.pdf,minimal_centered,medium,letter,plain,False,False,False,1,
TRAIN00449,train,cvs_pdf/TRAIN00449.pdf,left_sidebar_dark,hard,letter,bullets,False,False,False,1,
TRAIN00450,train,cvs_pdf/TRAIN00450.pdf,compact_boxed,medium,A4,categorised,False,False,True,1,
TRAIN00451,train,cvs_pdf/TRAIN00451.pdf,classic_ats,easy,letter,years,True,False,False,1,
TRAIN00452,train,cvs_pdf/TRAIN00452.pdf,classic_ats,easy,A4,table,False,False,False,1,
TRAIN00453,train,cvs_pdf/TRAIN00453.pdf,table_grid,hard,letter,years,True,False,False,1,
TRAIN00454,train,cvs_pdf/TRAIN00454.pdf,two_column_balanced,hard,A4,plain,False,False,False,1,
TRAIN00455,train,cvs_pdf/TRAIN00455.pdf,modern_banner,easy,letter,years,True,False,True,1,
TRAIN00456,train,cvs_pdf/TRAIN00456.pdf,compact_boxed,medium,letter,levels,False,False,False,1,
TRAIN00457,train,cvs_pdf/TRAIN00457.pdf,left_sidebar_dark,hard,letter,plain,False,False,False,2,
TRAIN00458,train,cvs_pdf/TRAIN00458.pdf,modern_banner,easy,letter,bullets,False,False,False,2,
TRAIN00459,train,cvs_pdf/TRAIN00459.pdf,modern_banner,easy,letter,plain,False,False,True,1,
TRAIN00460,train,cvs_pdf/TRAIN00460.pdf,compact_boxed,medium,A4,years,True,False,False,1,
TRAIN00461,train,cvs_pdf/TRAIN00461.pdf,minimal_centered,medium,letter,levels,False,False,False,1,
TRAIN00462,train,cvs_pdf/TRAIN00462.pdf,modern_banner,easy,A4,bars,False,False,False,1,
TRAIN00463,train,cvs_pdf/TRAIN00463.pdf,table_grid,hard,letter,years,True,False,False,1,
TRAIN00464,train,cvs_pdf/TRAIN00464.pdf,academic_dense,medium,letter,plain,False,False,False,1,
TRAIN00465,train,cvs_pdf/TRAIN00465.pdf,compact_boxed,medium,letter,years,True,False,False,2,
TRAIN00466,train,cvs_pdf/TRAIN00466.pdf,europass_style,hard,letter,bullets,False,False,False,1,
TRAIN00467,train,cvs_pdf/TRAIN00467.pdf,two_column_balanced,hard,A4,bars,False,False,False,1,
TRAIN00468,train,cvs_pdf/TRAIN00468.pdf,minimal_centered,medium,A4,bars,False,False,False,1,
TRAIN00469,train,cvs_pdf/TRAIN00469.pdf,modern_banner,scanned,letter,bullets,False,True,False,1,
TRAIN00470,train,cvs_pdf/TRAIN00470.pdf,left_sidebar_dark,hard,letter,levels,False,False,True,1,
TRAIN00471,train,cvs_pdf/TRAIN00471.pdf,classic_ats,easy,A4,bullets,False,False,False,1,
TRAIN00472,train,cvs_pdf/TRAIN00472.pdf,classic_ats,easy,letter,categorised,False,False,False,1,
TRAIN00473,train,cvs_pdf/TRAIN00473.pdf,right_sidebar_light,hard,letter,bars,False,False,False,1,
TRAIN00474,train,cvs_pdf/TRAIN00474.pdf,compact_boxed,medium,letter,bars,False,False,False,1,
TRAIN00475,train,cvs_pdf/TRAIN00475.pdf,left_sidebar_dark,scanned,A4,plain,False,True,False,1,
TRAIN00476,train,cvs_pdf/TRAIN00476.pdf,europass_style,hard,letter,bullets,False,False,True,1,
TRAIN00477,train,cvs_pdf/TRAIN00477.pdf,europass_style,hard,letter,plain,False,False,False,1,
TRAIN00478,train,cvs_pdf/TRAIN00478.pdf,classic_ats,easy,letter,categorised,False,False,False,1,
TRAIN00479,train,cvs_pdf/TRAIN00479.pdf,compact_boxed,medium,letter,levels,False,False,False,1,
TRAIN00480,train,cvs_pdf/TRAIN00480.pdf,classic_ats,easy,letter,none,False,False,False,1,
TRAIN00481,train,cvs_pdf/TRAIN00481.pdf,compact_boxed,medium,A4,years,True,False,True,2,
TRAIN00482,train,cvs_pdf/TRAIN00482.pdf,right_sidebar_light,hard,letter,table,False,False,False,1,
TRAIN00483,train,cvs_pdf/TRAIN00483.pdf,classic_ats,easy,A4,bullets,False,False,True,1,
TRAIN00484,train,cvs_pdf/TRAIN00484.pdf,minimal_centered,medium,letter,categorised,False,False,False,1,
TRAIN00485,train,cvs_pdf/TRAIN00485.pdf,classic_ats,easy,letter,categorised,False,False,True,2,
TRAIN00486,train,cvs_pdf/TRAIN00486.pdf,two_column_balanced,hard,A4,plain,False,False,False,1,
TRAIN00487,train,cvs_pdf/TRAIN00487.pdf,academic_dense,medium,letter,plain,False,False,False,1,
TRAIN00488,train,cvs_pdf/TRAIN00488.pdf,modern_banner,easy,letter,bars,False,False,False,1,
TRAIN00489,train,cvs_pdf/TRAIN00489.pdf,classic_ats,easy,letter,bars,False,False,False,1,
TRAIN00490,train,cvs_pdf/TRAIN00490.pdf,table_grid,hard,letter,bars,False,False,False,2,
TRAIN00491,train,cvs_pdf/TRAIN00491.pdf,academic_dense,medium,A4,bullets,False,False,False,1,
TRAIN00492,train,cvs_pdf/TRAIN00492.pdf,classic_ats,easy,letter,table,False,False,False,1,
TRAIN00493,train,cvs_pdf/TRAIN00493.pdf,left_sidebar_dark,hard,letter,bars,False,False,False,1,
TRAIN00494,train,cvs_pdf/TRAIN00494.pdf,table_grid,hard,A4,table,False,False,False,2,
TRAIN00495,train,cvs_pdf/TRAIN00495.pdf,modern_banner,easy,A4,plain,False,False,False,1,
TRAIN00496,train,cvs_pdf/TRAIN00496.pdf,modern_banner,easy,letter,years,True,False,True,2,
TRAIN00497,train,cvs_pdf/TRAIN00497.pdf,left_sidebar_dark,hard,letter,years,True,False,False,1,
TRAIN00498,train,cvs_pdf/TRAIN00498.pdf,modern_banner,easy,letter,bullets,False,False,False,2,
TRAIN00499,train,cvs_pdf/TRAIN00499.pdf,two_column_balanced,hard,letter,categorised,False,False,False,1,
TRAIN00500,train,cvs_pdf/TRAIN00500.pdf,classic_ats,easy,A4,categorised,False,False,False,1,
TRAIN00501,train,cvs_pdf/TRAIN00501.pdf,classic_ats,easy,letter,years,True,False,False,1,
TRAIN00502,train,cvs_pdf/TRAIN00502.pdf,left_sidebar_dark,hard,letter,years,True,False,False,2,
TRAIN00503,train,cvs_pdf/TRAIN00503.pdf,compact_boxed,medium,letter,categorised,False,False,False,1,
TRAIN00504,train,cvs_pdf/TRAIN00504.pdf,minimal_centered,medium,letter,bullets,False,False,False,1,
TRAIN00505,train,cvs_pdf/TRAIN00505.pdf,table_grid,hard,A4,plain,False,False,False,1,
TRAIN00506,train,cvs_pdf/TRAIN00506.pdf,compact_boxed,medium,letter,plain,False,False,False,1,
TRAIN00507,train,cvs_pdf/TRAIN00507.pdf,classic_ats,easy,letter,categorised,False,False,False,1,
